"NAsySeekAccepted","HomeBorn","IdeoScale","Empathy","Age","Female","EISCED","IncomeDecile","Country"
0,0,5,0,33,0,3,4,"United Kingdom"
4,1,5,9,65,0,3,8,"United Kingdom"
6,1,5,3,43,0,6,9,"Germany"
8,1,7,1,49,1,2,6,"United Kingdom"
7,1,4,12,50,1,2,5,"Germany"
4,1,7,-2,57,0,1,4,"United Kingdom"
4,1,2,3,49,1,6,8,"Germany"
0,1,3,0,57,0,1,2,"United Kingdom"
5,1,5,7,53,1,5,6,"United Kingdom"
10,1,3,9,44,1,3,8,"Spain"
10,1,0,9,54,1,6,6,"United Kingdom"
0,1,5,-2,53,0,1,1,"United Kingdom"
3,1,5,5,55,0,5,6,"United Kingdom"
0,1,5,1,38,1,1,1,"United Kingdom"
4,1,5,1,63,1,2,1,"United Kingdom"
3,1,5,2,34,1,4,1,"United Kingdom"
5,1,8,9,38,0,6,6,"United Kingdom"
6,1,7,2,67,1,4,6,"United Kingdom"
4,1,5,5,55,0,2,1,"United Kingdom"
10,1,7,3,54,1,6,10,"United Kingdom"
0,0,4,0,47,0,3,6,"Germany"
2,1,1,11,50,1,3,5,"Germany"
5,1,5,1,55,0,3,8,"Germany"
5,1,5,-3,62,1,4,5,"United Kingdom"
0,1,7,4,46,1,3,3,"Germany"
3,1,7,-8,30,0,7,9,"United Kingdom"
7,1,4,6,25,1,6,6,"Germany"
5,0,7,8,55,1,4,3,"United Kingdom"
0,1,1,0,62,1,2,1,"United Kingdom"
3,1,6,0,69,0,3,5,"United Kingdom"
3,1,8,4,53,1,3,2,"Germany"
8,1,5,10,49,0,5,3,"Germany"
0,1,5,7,42,0,4,2,"United Kingdom"
6,1,8,-1,33,0,6,6,"United Kingdom"
6,1,3,5,63,1,6,8,"United Kingdom"
1,1,1,2,57,0,7,3,"Germany"
0,1,4,4,56,1,3,7,"United Kingdom"
5,1,7,2,28,1,1,2,"United Kingdom"
0,1,0,4,41,1,7,9,"United Kingdom"
4,1,5,4,39,0,6,7,"Germany"
3,1,5,4,53,0,4,4,"United Kingdom"
7,1,5,6,29,0,5,9,"United Kingdom"
8,1,8,0,33,1,3,1,"United Kingdom"
1,1,7,3,69,0,1,3,"United Kingdom"
2,1,5,-1,67,0,5,2,"United Kingdom"
0,1,10,-2,69,0,1,2,"United Kingdom"
0,1,7,3,48,0,4,8,"United Kingdom"
8,1,1,9,61,1,6,3,"United Kingdom"
2,1,5,2,59,0,1,4,"United Kingdom"
1,1,3,3,69,0,1,7,"United Kingdom"
5,1,0,4,33,0,2,1,"United Kingdom"
1,1,6,2,57,0,4,6,"United Kingdom"
1,1,2,1,49,1,7,8,"United Kingdom"
4,1,5,4,63,1,5,2,"United Kingdom"
0,1,5,-2,57,0,6,6,"United Kingdom"
5,1,6,2,64,0,3,6,"United Kingdom"
0,1,7,-1,58,1,4,2,"United Kingdom"
0,1,8,-2,43,0,4,4,"United Kingdom"
1,1,3,4,55,0,4,2,"United Kingdom"
1,1,4,1,49,1,4,1,"Spain"
2,1,5,1,36,0,5,8,"United Kingdom"
7,1,3,-1,45,1,4,4,"United Kingdom"
5,0,9,4,51,1,4,4,"United Kingdom"
3,1,5,4,45,0,2,6,"United Kingdom"
3,1,5,5,50,0,3,7,"Germany"
0,1,8,2,58,0,6,8,"United Kingdom"
10,1,7,8,47,1,3,5,"Germany"
2,1,5,4,28,1,4,1,"United Kingdom"
6,1,3,5,58,0,3,6,"United Kingdom"
0,1,8,2,53,1,4,4,"United Kingdom"
5,0,1,4,50,1,4,2,"United Kingdom"
8,1,6,-2,36,0,4,3,"United Kingdom"
0,1,4,3,45,0,4,2,"United Kingdom"
0,0,10,3,46,1,3,6,"Spain"
6,1,5,6,54,1,4,1,"United Kingdom"
0,1,5,-1,43,0,5,6,"United Kingdom"
7,1,3,0,28,0,5,4,"Spain"
0,1,5,0,23,0,6,10,"United Kingdom"
5,1,4,6,35,0,7,8,"Germany"
1,1,3,-1,50,1,3,1,"United Kingdom"
4,1,5,0,26,1,4,3,"United Kingdom"
2,1,10,-1,58,0,3,8,"United Kingdom"
6,1,5,0,33,1,7,3,"United Kingdom"
2,1,5,-1,36,1,3,2,"Germany"
0,1,5,-9,58,0,2,10,"United Kingdom"
0,1,5,0,54,0,2,5,"United Kingdom"
3,1,8,6,52,0,5,6,"United Kingdom"
0,1,5,0,39,1,1,1,"Spain"
10,1,5,0,40,1,4,8,"Spain"
0,1,5,0,30,0,6,9,"Spain"
0,1,5,-1,52,0,4,3,"United Kingdom"
6,1,5,6,49,0,5,5,"Germany"
5,0,6,-2,28,1,7,3,"Spain"
3,1,5,3,28,0,5,6,"United Kingdom"
0,1,5,2,55,0,5,4,"United Kingdom"
9,1,9,1,57,0,4,8,"United Kingdom"
8,1,2,7,34,1,7,6,"Spain"
8,1,6,2,52,0,6,9,"United Kingdom"
4,1,5,3,28,0,5,4,"Spain"
8,1,5,4,38,1,4,6,"United Kingdom"
2,1,6,1,33,0,4,3,"Spain"
5,1,6,2,46,0,2,1,"United Kingdom"
6,1,8,6,37,1,6,7,"Spain"
4,1,5,5,48,1,4,1,"United Kingdom"
10,1,7,0,33,0,1,3,"Spain"
0,1,8,-2,50,0,5,1,"United Kingdom"
0,1,5,0,56,0,1,1,"United Kingdom"
2,1,0,-1,55,0,2,8,"United Kingdom"
10,1,2,11,46,0,6,1,"Spain"
6,0,3,2,34,0,7,4,"Spain"
3,1,5,2,33,0,3,8,"United Kingdom"
1,1,4,1,54,1,5,5,"United Kingdom"
0,1,5,10,42,0,4,10,"United Kingdom"
1,1,6,6,55,1,4,5,"United Kingdom"
0,1,5,0,26,0,7,1,"Spain"
2,1,5,8,38,1,6,3,"Spain"
3,1,7,-4,38,0,7,1,"United Kingdom"
8,1,5,9,30,1,4,5,"United Kingdom"
0,1,5,1,53,0,2,6,"United Kingdom"
10,1,0,8,29,0,1,2,"Spain"
10,1,2,-4,36,1,6,7,"United Kingdom"
3,1,4,3,35,0,7,8,"United Kingdom"
9,1,0,6,24,0,3,1,"Spain"
5,1,7,2,36,0,7,6,"Spain"
0,1,9,0,39,1,3,4,"Spain"
4,1,7,7,47,1,4,3,"United Kingdom"
1,1,5,4,57,0,2,2,"United Kingdom"
8,1,0,4,34,0,1,2,"United Kingdom"
4,1,6,1,34,0,7,10,"Spain"
10,1,3,7,24,0,5,4,"Spain"
5,1,3,6,36,1,4,2,"Spain"
4,1,3,7,54,1,4,1,"Spain"
6,1,3,2,36,1,7,10,"United Kingdom"
0,1,5,2,28,0,3,3,"United Kingdom"
0,1,4,0,39,0,7,1,"Spain"
9,1,2,5,30,0,6,4,"Spain"
5,1,2,3,35,1,5,6,"Spain"
3,1,5,2,35,0,7,7,"United Kingdom"
1,1,5,5,44,1,5,3,"United Kingdom"
2,1,8,5,26,0,2,4,"Spain"
1,1,6,1,32,0,2,1,"Spain"
2,1,7,4,57,0,2,7,"United Kingdom"
9,1,2,3,36,0,4,3,"Spain"
3,1,5,8,57,0,4,6,"United Kingdom"
3,0,10,-2,35,0,7,10,"Spain"
0,1,8,1,48,1,3,1,"Germany"
1,1,6,0,55,0,5,10,"United Kingdom"
0,1,5,2,35,1,5,5,"United Kingdom"
3,1,7,5,30,0,6,7,"Spain"
5,1,3,10,56,0,3,3,"United Kingdom"
10,1,10,10,30,0,2,2,"Spain"
10,1,1,6,39,1,3,8,"Spain"
8,1,5,0,49,0,4,3,"United Kingdom"
3,1,3,4,39,0,7,9,"United Kingdom"
0,1,5,2,28,1,4,2,"United Kingdom"
3,1,8,4,36,0,6,10,"Spain"
2,1,5,6,29,1,5,3,"Spain"
8,1,2,5,38,0,4,3,"Spain"
10,1,8,-7,30,0,2,10,"Spain"
5,1,4,4,39,0,2,3,"Spain"
10,1,0,6,35,1,7,4,"Spain"
10,1,0,5,33,1,6,2,"Spain"
2,1,6,3,49,0,2,7,"United Kingdom"
0,1,5,5,43,0,7,8,"United Kingdom"
6,1,0,6,39,0,5,5,"Spain"
6,1,10,-8,26,0,2,6,"Spain"
1,1,9,1,59,0,4,1,"United Kingdom"
5,1,7,7,35,0,7,9,"Spain"
0,1,5,1,36,1,3,3,"Spain"
8,1,7,1,32,0,7,8,"Spain"
2,1,6,2,22,0,3,5,"Spain"
9,1,5,7,56,0,7,7,"Germany"
6,1,7,-5,31,0,6,7,"Spain"
4,1,4,3,31,1,2,2,"Spain"
10,1,4,6,39,0,4,6,"Spain"
10,1,0,11,19,1,5,7,"Spain"
0,1,5,8,50,1,4,9,"United Kingdom"
5,1,4,3,23,0,5,7,"Spain"
1,1,0,2,35,1,1,5,"Spain"
2,1,0,9,30,0,7,8,"Spain"
0,1,4,10,57,0,7,10,"United Kingdom"
6,1,10,2,42,1,1,6,"Spain"
6,1,5,3,56,0,2,4,"United Kingdom"
10,1,5,2,25,1,6,2,"Spain"
8,1,2,0,34,1,6,1,"Spain"
10,1,4,10,35,0,5,8,"Spain"
4,1,4,6,31,0,7,9,"Spain"
9,1,4,10,52,1,1,8,"United Kingdom"
0,1,3,-1,29,0,2,7,"Spain"
5,1,3,9,31,1,6,5,"Spain"
5,1,5,5,42,1,7,6,"United Kingdom"
3,0,4,-1,36,0,2,4,"Spain"
4,1,4,6,53,0,5,7,"United Kingdom"
0,1,2,2,34,0,6,4,"Spain"
6,0,7,2,39,0,6,5,"Spain"
9,1,6,4,36,0,5,3,"Spain"
10,1,4,5,40,0,2,2,"Spain"
8,1,2,8,29,0,5,9,"Spain"
4,0,5,12,48,1,5,10,"Germany"
10,1,3,10,35,1,7,4,"Spain"
5,1,3,4,39,1,7,9,"United Kingdom"
5,1,1,8,53,0,7,3,"Spain"
1,1,5,-2,53,0,3,7,"Germany"
1,1,5,6,51,1,6,8,"United Kingdom"
10,1,8,1,33,0,7,7,"Spain"
6,1,7,2,26,0,2,8,"Spain"
9,1,2,5,22,0,4,2,"Spain"
3,1,6,2,25,0,7,2,"Spain"
4,1,5,5,25,1,5,6,"United Kingdom"
0,1,9,-11,57,0,6,9,"United Kingdom"
5,1,3,6,62,1,3,3,"Spain"
2,1,2,6,37,1,2,8,"Spain"
3,1,7,-2,42,0,5,6,"Germany"
10,0,10,4,37,0,2,3,"United Kingdom"
7,1,3,7,58,0,5,8,"Germany"
10,1,5,9,33,1,4,9,"Spain"
10,1,10,2,19,0,3,1,"Spain"
8,1,4,2,39,0,5,8,"Spain"
4,1,3,6,35,0,6,5,"Germany"
5,1,5,5,35,1,4,3,"Spain"
4,1,0,8,34,0,1,1,"Spain"
5,1,4,-2,46,0,2,3,"Spain"
0,1,1,3,30,0,6,2,"Spain"
6,1,0,12,30,0,5,2,"Spain"
4,1,4,-1,49,0,6,6,"United Kingdom"
0,1,7,-2,39,0,7,6,"Spain"
5,0,7,-1,60,0,6,4,"Spain"
9,1,3,-3,25,0,7,6,"Spain"
5,1,3,6,46,1,3,7,"Germany"
0,1,5,8,23,1,5,1,"Spain"
10,1,7,3,34,0,7,9,"Spain"
0,1,8,0,47,0,4,6,"United Kingdom"
5,1,4,1,43,1,4,2,"United Kingdom"
0,1,5,6,27,0,7,6,"Spain"
10,1,6,1,28,0,6,10,"Spain"
4,1,6,3,36,0,5,6,"Spain"
4,1,5,3,52,0,5,9,"United Kingdom"
10,0,6,0,27,1,4,2,"Spain"
3,0,3,7,55,1,6,6,"United Kingdom"
0,1,9,1,31,0,5,7,"Spain"
0,1,7,-2,32,0,1,2,"Spain"
7,1,3,1,41,0,2,5,"Spain"
4,1,4,2,27,1,6,1,"Spain"
0,1,4,5,45,1,2,2,"United Kingdom"
10,1,1,6,33,1,5,9,"Spain"
3,1,3,8,55,1,6,9,"United Kingdom"
5,1,6,8,47,0,4,8,"United Kingdom"
10,1,5,1,39,0,2,4,"Spain"
10,1,0,10,39,0,2,6,"Spain"
2,1,1,2,41,1,6,4,"Spain"
5,1,5,9,54,1,2,6,"United Kingdom"
5,1,9,1,37,1,2,3,"Spain"
3,1,7,5,47,0,5,6,"Germany"
5,1,4,6,56,0,5,9,"United Kingdom"
10,1,7,5,39,1,7,3,"Spain"
8,1,2,5,38,0,6,4,"Spain"
7,1,7,-6,29,1,5,4,"Spain"
5,1,4,-1,29,0,2,4,"Spain"
0,1,8,-2,37,0,5,9,"Spain"
10,1,2,3,22,1,6,8,"Spain"
8,1,4,0,19,0,2,3,"Spain"
4,1,4,4,39,0,7,9,"United Kingdom"
10,1,5,5,34,1,7,4,"Spain"
1,1,5,-1,59,0,3,4,"United Kingdom"
0,1,6,-5,36,0,1,4,"United Kingdom"
2,1,5,-2,24,0,3,1,"Spain"
8,1,3,0,34,0,3,3,"Spain"
7,1,5,6,39,0,4,8,"United Kingdom"
6,1,7,0,56,0,3,8,"Germany"
6,1,6,3,28,0,1,4,"Spain"
3,1,1,3,54,0,7,9,"United Kingdom"
6,1,5,0,39,0,1,4,"Spain"
10,1,10,-2,31,1,7,6,"Spain"
4,0,5,6,28,0,2,4,"Spain"
8,1,5,8,45,1,4,7,"United Kingdom"
3,1,5,7,30,1,5,6,"Spain"
10,1,2,8,28,1,5,1,"Spain"
0,1,5,0,30,1,4,6,"United Kingdom"
9,1,7,1,38,0,3,1,"Spain"
10,0,3,0,39,1,4,2,"Spain"
10,1,4,0,34,0,2,3,"Spain"
6,1,4,-1,24,1,7,6,"Spain"
0,1,10,2,45,1,5,2,"Spain"
0,1,5,0,39,0,5,2,"Spain"
10,1,2,12,38,1,5,4,"Spain"
9,1,4,-4,31,0,4,8,"United Kingdom"
1,1,5,4,39,1,2,4,"United Kingdom"
3,1,5,2,49,0,1,2,"Spain"
5,1,3,-1,30,0,1,4,"Spain"
3,1,5,3,59,0,2,5,"United Kingdom"
9,1,3,3,54,0,6,2,"United Kingdom"
1,1,5,4,58,0,5,5,"United Kingdom"
10,1,5,-3,69,0,2,9,"Spain"
7,1,5,3,35,0,7,4,"Spain"
9,1,7,3,39,0,6,8,"Spain"
10,1,5,-1,34,0,5,8,"United Kingdom"
4,1,3,2,48,0,7,1,"Germany"
7,0,5,7,38,1,6,9,"Spain"
4,1,8,8,57,0,7,6,"United Kingdom"
4,1,5,7,52,0,2,9,"United Kingdom"
3,1,5,7,26,0,2,9,"United Kingdom"
5,1,1,9,62,0,7,10,"Spain"
0,1,5,5,58,0,5,7,"United Kingdom"
10,1,3,-2,26,1,7,5,"Spain"
0,1,5,-3,34,0,5,4,"United Kingdom"
8,1,5,7,35,0,5,4,"Spain"
10,1,1,4,22,1,6,7,"Spain"
6,1,3,1,40,0,7,10,"United Kingdom"
1,1,5,0,31,0,2,1,"Spain"
0,1,5,0,48,1,6,3,"United Kingdom"
0,1,7,-2,59,0,2,5,"United Kingdom"
0,1,0,-2,41,0,6,6,"United Kingdom"
10,1,1,0,34,0,2,1,"Spain"
7,0,6,4,27,1,7,6,"Spain"
8,1,0,0,48,0,1,3,"Spain"
3,1,7,1,39,0,3,1,"Spain"
0,1,5,4,55,1,2,2,"United Kingdom"
6,1,5,0,38,0,4,1,"United Kingdom"
4,1,6,6,44,0,5,1,"Spain"
9,0,1,5,31,1,7,6,"United Kingdom"
7,1,2,3,55,0,7,8,"Germany"
8,1,5,0,30,0,6,7,"Spain"
2,1,6,5,42,1,6,8,"United Kingdom"
1,1,6,0,26,0,1,3,"Spain"
10,1,5,10,26,1,2,7,"Spain"
4,1,4,5,54,0,4,2,"United Kingdom"
9,1,5,-2,35,0,7,9,"Spain"
5,1,5,1,57,0,4,7,"United Kingdom"
0,1,7,1,41,0,5,2,"United Kingdom"
10,1,2,6,22,1,5,6,"Spain"
0,0,2,0,44,1,7,4,"United Kingdom"
4,1,5,-1,31,0,4,4,"Spain"
0,1,5,4,24,1,4,3,"United Kingdom"
3,1,7,7,51,0,4,1,"United Kingdom"
5,1,0,6,29,1,2,2,"Spain"
0,1,5,0,50,0,4,3,"United Kingdom"
0,1,5,2,45,0,3,2,"United Kingdom"
4,1,0,7,48,1,5,2,"United Kingdom"
7,1,5,5,27,0,2,5,"Spain"
10,1,3,8,25,1,5,1,"Spain"
0,1,6,0,31,0,2,3,"United Kingdom"
0,1,9,4,43,1,5,4,"Spain"
3,1,5,8,58,0,3,2,"United Kingdom"
3,1,5,2,35,1,4,2,"United Kingdom"
0,1,10,4,53,0,3,5,"Spain"
8,1,3,7,62,1,7,9,"Spain"
10,1,0,8,35,0,5,9,"Spain"
0,1,5,0,56,0,3,5,"United Kingdom"
6,1,4,5,34,0,6,9,"United Kingdom"
7,1,6,4,42,1,3,7,"Germany"
5,1,7,-1,54,0,6,3,"United Kingdom"
6,1,5,8,53,1,2,6,"United Kingdom"
0,1,6,2,36,0,7,7,"Spain"
10,1,0,10,39,1,7,4,"Spain"
8,1,2,7,24,1,6,9,"Spain"
9,1,2,10,59,1,5,2,"United Kingdom"
10,1,0,3,28,0,5,6,"Spain"
10,1,0,10,31,1,7,10,"Spain"
1,0,4,-6,49,0,7,10,"United Kingdom"
8,1,3,1,36,0,6,5,"Spain"
0,1,5,7,34,0,4,2,"United Kingdom"
5,1,4,0,39,0,2,7,"United Kingdom"
7,1,1,8,36,0,4,6,"Spain"
4,1,3,4,40,0,7,9,"Spain"
6,1,6,3,37,1,7,8,"Spain"
0,1,10,-4,49,0,4,1,"United Kingdom"
6,1,0,10,37,0,2,3,"Spain"
3,1,3,2,25,0,7,10,"Spain"
10,0,4,0,36,1,7,1,"United Kingdom"
2,1,6,6,35,1,7,9,"Spain"
4,1,2,4,32,0,5,2,"Germany"
10,1,5,6,38,1,2,7,"Spain"
10,1,1,11,26,1,4,7,"Spain"
10,1,1,7,36,0,7,8,"Spain"
5,1,5,-2,27,0,5,1,"United Kingdom"
7,1,7,6,36,0,3,4,"Spain"
5,1,5,10,44,0,5,3,"Spain"
0,1,5,4,37,1,7,5,"Spain"
4,1,2,0,40,0,7,10,"Germany"
9,1,8,-2,49,0,3,5,"United Kingdom"
10,1,2,3,24,0,7,10,"Spain"
3,1,3,1,20,1,2,1,"Spain"
0,1,10,0,44,0,4,8,"United Kingdom"
10,1,3,0,34,0,3,3,"Spain"
4,1,5,1,24,1,3,8,"United Kingdom"
9,1,0,10,37,0,3,5,"Spain"
8,1,3,4,37,0,7,8,"Spain"
2,1,2,3,33,1,5,2,"Spain"
2,1,7,0,40,0,4,3,"United Kingdom"
9,0,4,4,37,0,3,4,"United Kingdom"
0,1,5,1,42,0,6,10,"United Kingdom"
1,1,5,5,41,0,4,3,"United Kingdom"
0,1,5,0,34,0,6,9,"United Kingdom"
9,1,0,8,27,0,7,8,"Spain"
8,1,10,6,41,0,7,9,"Spain"
3,1,3,7,25,1,6,4,"United Kingdom"
5,1,4,6,41,0,7,7,"United Kingdom"
0,0,10,4,46,1,7,10,"United Kingdom"
6,1,8,0,43,0,7,10,"United Kingdom"
9,1,5,5,46,1,6,8,"United Kingdom"
0,1,10,1,44,0,4,7,"United Kingdom"
0,1,5,3,48,1,4,9,"United Kingdom"
0,1,5,0,45,1,4,5,"United Kingdom"
7,1,4,9,31,1,6,9,"United Kingdom"
3,1,4,-4,39,0,7,3,"Spain"
0,1,5,0,43,1,6,2,"United Kingdom"
2,1,8,0,57,0,7,10,"Spain"
6,1,5,12,37,1,1,4,"Spain"
4,1,2,5,44,1,6,2,"United Kingdom"
5,1,3,3,47,1,5,5,"Germany"
6,1,3,5,36,1,7,9,"Spain"
4,1,4,7,34,1,5,8,"Spain"
0,1,0,0,48,0,7,9,"United Kingdom"
8,1,8,7,39,1,2,7,"United Kingdom"
3,1,7,2,37,0,6,4,"United Kingdom"
6,1,5,5,45,0,2,4,"United Kingdom"
1,1,5,1,48,1,5,1,"United Kingdom"
6,1,3,3,43,0,6,5,"United Kingdom"
0,1,10,0,29,1,7,8,"United Kingdom"
2,1,5,0,30,1,4,4,"United Kingdom"
0,1,5,4,34,1,4,4,"United Kingdom"
5,1,2,2,39,0,7,9,"Spain"
1,1,5,5,23,1,5,8,"Germany"
2,1,7,-1,38,0,2,3,"United Kingdom"
5,1,5,5,46,1,2,6,"United Kingdom"
2,1,5,5,37,1,4,4,"United Kingdom"
8,1,5,-1,29,1,6,1,"United Kingdom"
0,1,10,0,40,0,5,2,"United Kingdom"
10,0,6,0,32,1,4,1,"Spain"
5,1,6,5,22,1,6,8,"United Kingdom"
6,1,6,8,52,0,4,3,"Spain"
10,1,4,8,38,1,7,6,"Spain"
0,1,5,0,48,0,2,3,"United Kingdom"
0,1,0,-1,56,0,4,1,"Spain"
4,1,6,2,49,1,4,2,"United Kingdom"
2,1,3,2,41,0,6,4,"Spain"
3,1,0,4,37,0,5,1,"Spain"
0,1,7,-3,46,0,6,4,"United Kingdom"
5,1,5,3,40,1,4,6,"United Kingdom"
0,1,9,-1,49,0,5,2,"United Kingdom"
1,1,5,1,45,0,3,3,"Germany"
3,1,3,2,27,1,7,7,"United Kingdom"
0,1,7,5,36,0,5,5,"United Kingdom"
3,1,5,-5,31,0,4,4,"United Kingdom"
10,1,2,3,56,0,5,9,"Germany"
5,1,7,8,49,0,4,3,"United Kingdom"
6,1,4,7,19,1,5,1,"Germany"
2,1,5,1,19,1,4,3,"United Kingdom"
6,1,7,3,39,0,6,9,"United Kingdom"
0,1,5,3,42,1,1,1,"United Kingdom"
10,1,2,5,34,1,7,9,"Spain"
5,1,4,4,33,0,3,1,"Germany"
7,1,4,3,39,0,6,8,"United Kingdom"
7,1,3,4,44,0,6,5,"United Kingdom"
10,1,4,0,64,1,4,8,"Spain"
0,1,5,-4,46,0,3,9,"Germany"
3,1,5,11,47,1,7,5,"United Kingdom"
8,1,4,5,57,0,6,5,"Germany"
0,1,5,-4,42,1,4,8,"United Kingdom"
1,1,5,6,48,1,5,5,"United Kingdom"
5,1,7,-2,31,1,3,4,"United Kingdom"
5,1,2,4,50,0,7,3,"Germany"
6,1,5,0,27,0,2,2,"Spain"
0,1,8,0,29,1,5,1,"Spain"
2,1,5,2,45,1,3,3,"United Kingdom"
10,1,2,7,31,1,6,8,"United Kingdom"
10,1,5,1,47,1,3,3,"United Kingdom"
7,1,7,7,31,1,2,5,"Spain"
0,1,7,8,60,0,3,7,"Spain"
7,0,5,7,39,1,7,8,"United Kingdom"
0,1,5,3,43,1,5,4,"Spain"
3,1,7,-3,32,0,7,8,"Spain"
5,1,5,6,41,0,2,7,"Spain"
9,1,5,6,34,1,5,1,"Germany"
3,1,5,5,50,1,3,8,"Germany"
2,1,5,3,45,0,6,5,"Spain"
5,1,9,-1,52,1,6,1,"Spain"
1,1,7,2,47,1,7,5,"United Kingdom"
0,1,5,-2,48,1,1,2,"United Kingdom"
5,1,1,5,45,1,2,7,"Spain"
6,1,5,1,39,0,3,4,"Germany"
10,1,7,2,36,1,4,8,"United Kingdom"
2,1,4,-3,29,1,3,2,"United Kingdom"
7,0,2,6,51,1,7,1,"Spain"
2,1,4,4,43,1,6,6,"United Kingdom"
10,1,5,10,63,1,6,6,"Spain"
5,1,4,5,50,1,3,7,"Germany"
0,1,9,0,50,0,5,7,"Germany"
7,1,3,11,48,1,5,10,"United Kingdom"
9,1,1,1,42,1,3,2,"Germany"
9,0,5,6,44,1,6,7,"United Kingdom"
5,0,5,-1,35,1,2,6,"United Kingdom"
7,1,7,-1,33,0,7,4,"Spain"
10,1,4,0,22,0,5,5,"Spain"
9,1,8,1,31,1,6,5,"Spain"
2,1,6,0,36,0,2,1,"Spain"
10,1,3,3,41,0,3,7,"Germany"
5,1,6,0,29,0,7,9,"Spain"
10,1,8,-1,26,0,2,2,"Spain"
10,1,5,6,26,1,2,2,"Spain"
10,1,4,7,38,0,2,3,"Spain"
3,1,5,-2,32,0,7,7,"Spain"
5,1,3,3,32,1,2,4,"Spain"
9,1,5,3,35,0,5,6,"Spain"
3,1,3,3,28,0,2,4,"Spain"
9,1,2,5,40,0,7,6,"Spain"
10,1,0,12,31,0,7,7,"Spain"
8,1,2,0,38,1,6,4,"Spain"
7,1,3,2,36,0,3,6,"Spain"
10,1,5,0,28,0,3,4,"Spain"
9,1,5,8,29,1,5,1,"United Kingdom"
9,1,7,7,33,1,6,10,"Spain"
2,1,2,-2,38,1,6,6,"Spain"
6,1,4,8,33,1,5,7,"Spain"
10,1,2,-1,39,0,5,7,"Spain"
10,1,3,3,35,0,5,6,"Spain"
10,1,5,9,36,1,6,4,"Spain"
4,1,4,12,37,1,4,1,"Spain"
10,1,0,3,52,0,2,9,"Spain"
10,1,0,10,39,0,6,10,"Spain"
10,1,4,2,36,0,6,4,"Spain"
6,1,3,2,58,1,3,3,"Germany"
8,1,3,3,34,1,6,9,"Spain"
0,1,5,1,22,0,2,4,"Spain"
4,1,8,1,31,0,6,8,"Spain"
10,1,4,3,35,1,5,3,"Spain"
9,1,4,4,23,0,1,3,"Spain"
10,1,0,7,28,0,6,5,"Spain"
6,1,2,0,20,1,7,8,"Spain"
5,1,9,3,28,0,6,3,"Spain"
0,1,10,9,36,1,4,6,"Spain"
2,1,10,2,38,0,2,5,"Spain"
2,1,6,-1,25,0,5,6,"Spain"
2,1,4,5,35,0,5,1,"Spain"
4,1,3,-2,22,0,3,4,"Spain"
6,1,1,8,38,0,5,5,"Spain"
10,1,0,5,36,0,7,10,"Spain"
9,1,3,9,34,1,3,5,"Spain"
9,1,3,5,32,0,6,4,"Spain"
9,1,6,8,26,1,7,2,"Spain"
3,1,4,6,32,0,2,5,"Spain"
10,1,9,7,38,1,7,9,"Spain"
9,1,0,-4,32,0,4,2,"Spain"
4,1,5,5,18,1,4,9,"United Kingdom"
5,1,8,2,31,1,7,10,"Spain"
1,1,7,2,32,0,6,9,"Spain"
5,1,3,1,33,0,7,9,"Spain"
5,1,5,6,30,0,2,3,"Spain"
8,1,2,2,23,1,6,2,"Spain"
5,1,6,7,26,0,5,6,"Spain"
9,1,3,8,22,1,4,9,"Spain"
6,1,5,9,23,0,4,4,"Spain"
0,1,4,6,38,1,6,9,"Spain"
7,1,6,-1,45,1,5,2,"Spain"
9,1,8,3,30,0,7,10,"Spain"
8,1,3,2,27,1,7,7,"Spain"
3,1,6,5,30,0,7,7,"Spain"
10,1,2,2,34,0,7,9,"Spain"
4,1,4,5,33,0,6,3,"Spain"
6,1,5,3,38,0,7,9,"Spain"
7,1,8,11,34,1,6,6,"Spain"
8,1,2,4,19,0,4,4,"Spain"
2,1,7,6,29,1,3,3,"Spain"
5,1,3,1,39,1,7,6,"Spain"
8,1,3,8,21,0,4,6,"Spain"
9,1,3,5,26,1,7,8,"Spain"
0,1,6,9,36,0,7,1,"Spain"
10,1,0,9,51,1,5,1,"Spain"
10,1,0,8,38,0,6,10,"Spain"
8,1,3,4,38,0,7,8,"Spain"
10,0,4,8,30,1,7,2,"Spain"
1,1,4,3,36,0,1,2,"Spain"
3,1,3,-1,18,0,7,7,"Spain"
8,1,1,6,35,0,6,8,"Spain"
1,1,5,4,45,1,4,1,"United Kingdom"
0,1,2,1,36,0,5,2,"Spain"
5,1,4,1,37,1,6,2,"Spain"
10,0,5,10,25,0,5,1,"Spain"
7,1,3,9,28,1,7,3,"Spain"
7,0,4,8,21,1,7,3,"Spain"
10,1,0,2,23,1,4,2,"Spain"
10,1,1,10,31,0,5,9,"Spain"
9,1,0,-1,25,1,2,2,"Spain"
1,1,6,-3,31,0,6,9,"Spain"
2,1,5,4,48,1,5,5,"United Kingdom"
10,1,4,6,36,0,7,7,"Spain"
1,1,6,5,21,1,5,4,"Spain"
9,1,3,3,24,0,7,7,"Spain"
10,1,3,9,26,0,7,4,"Spain"
3,1,7,4,61,0,4,4,"Spain"
9,1,3,6,26,0,5,7,"Spain"
5,1,6,4,32,0,6,2,"Spain"
4,1,4,5,29,0,5,7,"Spain"
5,1,0,2,43,1,4,4,"United Kingdom"
0,1,5,-1,33,0,6,4,"Spain"
8,1,0,9,35,0,7,9,"Spain"
